,name,price,days,rooms,bathrooms,capacity,date,province
408,juan jose paso 200 piso 4,300000,,1,,,25-11-2023,buenos-aires
409,alquiler temporal  lagoon pilar,650,,1,1,,25-11-2023,buenos-aires
410,complejo terrazas  piso uf 1,,,2,,,25-11-2023,buenos-aires
411,j verdi y chile  alto del mol 900,280000,,1,,,25-11-2023,buenos-aires
412,santa fe 300,750000,,4,,,25-11-2023,buenos-aires
413,sarmiento 300,950000,,3,,,25-11-2023,buenos-aires
414,brown,850000,,3,,,25-11-2023,buenos-aires
415,25 de mayo 200,850000,,3,,,25-11-2023,buenos-aires
416,bouquet ii,,,1,,,25-11-2023,buenos-aires
417,roca 2800 piso pb,500,,1,1,,25-11-2023,buenos-aires
418,alquiler temporal departamento 3 ambientes la can,800,,2,1,,25-11-2023,buenos-aires
419,leandro n alem 100,800000,,2,,,25-11-2023,buenos-aires
420,primera junta 475 complejo sensum,700,,3,,,25-11-2023,buenos-aires
421,c pellegrini 100 piso 2,1150,,1,1,,25-11-2023,buenos-aires
422,avda san martin 848 14deg,1500,,2,,,25-11-2023,buenos-aires
423,complejo sensum primera junta  475,1300,,2,,,25-11-2023,buenos-aires
424,aristobulo del valle,1800000,,1,2,,25-11-2023,buenos-aires
425,sarmiento  580,1500,,3,,,25-11-2023,buenos-aires
426,belgrano 4900,180000,,,1,,25-11-2023,buenos-aires
427,fragata 25 de mayo 900,415,,3,3,,25-11-2023,buenos-aires
428,maximino perez 400,,,2,2,,25-11-2023,buenos-aires
429,maximino perez 400,,,2,,,25-11-2023,buenos-aires
430,poseidon 300,,,2,,,25-11-2023,buenos-aires
431,av arq j bunge 1300,65,,2,1,,25-11-2023,buenos-aires
432,maximino perez 400 piso pb,,,2,2,,25-11-2023,buenos-aires
433,maximino perez 400 piso pb,,,2,2,,25-11-2023,buenos-aires
434,av del libertador norte,100,,,,,25-11-2023,buenos-aires
435,av arq j bunge 1700,35,,,,,25-11-2023,buenos-aires
436,11 de septiembre 3255,16000,,,,,25-11-2023,buenos-aires
437,av santa maria de las cocnhas 5000,900000,,2,,,25-11-2023,buenos-aires
438,bdeg bahia del sol  dormy 500  piso 1,,,3,,,25-11-2023,buenos-aires
439,bouquet ii  4 amb duplex,,,3,,,25-11-2023,buenos-aires
440,3 de febrero 2700 piso 5,60000,,1,,,25-11-2023,buenos-aires
441,consultar direccion,1600,,2,,,25-11-2023,buenos-aires
442,jason 400,30,,1,1,,25-11-2023,buenos-aires
443,ministro brin 2900,120000,,1,,,25-11-2023,buenos-aires
444,avenida de los lagos 1000,,,3,3,,25-11-2023,buenos-aires
445,estomba 3500 piso 2,400000,,,1,,25-11-2023,buenos-aires
446,campus de austral,550000,,2,,,25-11-2023,buenos-aires
447,aristobulo del valle jc4332111jcni 1600 piso 1,,,,1,,25-11-2023,buenos-aires
448,juan manuel de rosas al 2900,100000,,,1,,25-11-2023,buenos-aires
449,departamento en alquiler temporal hipolito yrigoyen 440 1degd escobar centro,290000,,1,,,25-11-2023,buenos-aires
450,departamento en alquiler temporal av tapia de cruz a metros de independencia 2degc escobar centro,250000,,1,,,25-11-2023,buenos-aires
451,av del puerto 300,,,2,,,25-11-2023,buenos-aires
452,paseo 139 100 piso 10,1000,,1,1,,25-11-2023,buenos-aires
453,italia 200,160000,,1,1,,25-11-2023,buenos-aires
454,la madrugada ii,285000,,1,,,25-11-2023,buenos-aires
455,vista bahia nordelta,1100000,,2,,,25-11-2023,buenos-aires
456,del libertador al 1600,220000,,1,,,25-11-2023,buenos-aires
457,venezuela 2800,180000,,2,1,,25-11-2023,buenos-aires
458,av de los lagos 6500,,,2,,,25-11-2023,buenos-aires
459,avenida crisologo larralde 2200,220000,,2,1,,25-11-2023,buenos-aires
460,av del libertador norte,70,,1,1,,25-11-2023,buenos-aires
461,bahia grande av del mirador 500,1500,,,1,,25-11-2023,buenos-aires
462,bouquet 2,,,3,,,25-11-2023,buenos-aires
463,juan bautista ambrosetti 400 piso pb,300000,,2,1,,25-11-2023,buenos-aires
464,av 32 esq 3,215000,,1,1,,25-11-2023,buenos-aires
465,hipolito yrigoyen 7800 piso 12,,,3,1,,25-11-2023,buenos-aires
466,cramer 700 piso 2,180000,,1,1,,25-11-2023,buenos-aires
467,61 1000 piso 8,,,,,,25-11-2023,buenos-aires
468,avda san martin  al 800,850,,1,,,25-11-2023,buenos-aires
469,consultar direccion,170000,,1,,,25-11-2023,buenos-aires
470,santa catalina 3100 piso 1,1100000,,3,2,,25-11-2023,buenos-aires
471,33 12 y 13  piso 5,,,,1,,25-11-2023,buenos-aires
472,necochea 400 piso 2,,,1,1,,25-11-2023,buenos-aires
473,av del libertador al 1400,6100000,,4,,,25-11-2023,buenos-aires
474,av del libertador al 200,,,1,,,25-11-2023,buenos-aires
475,av maipu 1800 piso 18,700,,3,2,,25-11-2023,buenos-aires
476,av del libertador al 200,,,1,,,25-11-2023,buenos-aires
477,mitre 1800,,,,,,25-11-2023,buenos-aires
478,marengo 3400,190000,,2,1,,25-11-2023,buenos-aires
479,ayres loft,500000,,1,2,,25-11-2023,buenos-aires
480,ayres loft,450000,,1,,,25-11-2023,buenos-aires
481,belgrano 700 piso 1,220000,,,1,,25-11-2023,buenos-aires
482,ramon carrillo 2383,315000,,2,,,25-11-2023,buenos-aires
483,vina del mar entre 28 y 29 100,40000,,1,1,,25-11-2023,buenos-aires
484,mar azul entre calle 43 y 44,,,2,,,25-11-2023,buenos-aires
485,de las artes 300 piso 1,1200,,1,,,25-11-2023,buenos-aires
486,rivadavia uf 2 600,600,,1,1,,25-11-2023,buenos-aires
487,av de las bahias,2100,,1,,,25-11-2023,buenos-aires
488,aires de pinar  uf 8 1000,1000,,1,1,,25-11-2023,buenos-aires
489,marinas i  a 50 metros del mar 100,2500,,3,2,,25-11-2023,buenos-aires
490,avenida hipolito yrigoyen 1100 piso 4,300000,,,,,25-11-2023,buenos-aires
491,conesa 200,250000,,1,2,,25-11-2023,buenos-aires
492,presidente quintana 100,250000,,2,1,,25-11-2023,buenos-aires
493,espana 1200,,,1,1,,25-11-2023,buenos-aires
494,lago huemul 1500,170000,,1,1,,25-11-2023,buenos-aires
495,condominios wyndham jc4332602ni 200,700000,,1,1,,25-11-2023,buenos-aires
496,condominios wyndham jc4332505jcni,600000,,1,2,,25-11-2023,buenos-aires
497,av de los lagos 500,,,2,,,25-11-2023,buenos-aires
498,lenguado uf 5 1000,1600,,2,1,,25-11-2023,buenos-aires
499,guemes 2200 piso 7,250000,,2,1,,25-11-2023,buenos-aires
500,almeyra 2501,185000,,3,,,25-11-2023,buenos-aires
501,gutierrez 1100 piso 2,550000,,1,,,25-11-2023,buenos-aires
502,departamento en alquiler  2 ambientes  islas del golf nordelta,,,1,,,25-11-2023,buenos-aires
503,tucuman 4000,250000,,2,,,25-11-2023,buenos-aires
504,avellaneda 1600,800,,2,,,25-11-2023,buenos-aires
505,la reserva cardales  torre 4 oeste  piso 2,,,4,3,,25-11-2023,buenos-aires
506,monsenor larumbe 3100,1800,,3,,,25-11-2023,buenos-aires
507,almte brown 2500,35000,,1,1,,25-11-2023,buenos-aires
508,moreno 2100,20000,,1,1,,25-11-2023,buenos-aires
509,la reserva cardales torre 5 oeste  piso pb,,,4,4,,25-11-2023,buenos-aires
510,salta 2700 piso 3,160000,,1,1,,25-11-2023,buenos-aires
511,acassuso 1481,,,2,2,,25-11-2023,buenos-aires
512,dr sallares 100 piso 5,260000,,2,,,25-11-2023,buenos-aires
513,cube 1700,380000,,1,,,25-11-2023,buenos-aires
514,libertador 3700 piso 8,,,3,,,25-11-2023,buenos-aires
515,pilar lagoon,600,,1,,,25-11-2023,buenos-aires
516,alquiler temporal  lagoon pilar,650,,,1,,25-11-2023,buenos-aires
517,lima 1000 piso 3,,,2,3,,25-11-2023,buenos-aires
518,departamento  en alquiletemporario en lagoon pilar,1200,,2,2,,25-11-2023,buenos-aires
519,san martin 800,900,,1,,,25-11-2023,buenos-aires
520,jose marti 600,900,,2,2,,25-11-2023,buenos-aires
521,hernando de magallanes 1400 piso 2,600000,,2,,,25-11-2023,buenos-aires
522,villegas 3900,50000,,,,,25-11-2023,buenos-aires
523,avenida del libertador 4000 piso 2,1600000,,2,,,25-11-2023,buenos-aires
524,punta lara 600,20000,,,2,,25-11-2023,buenos-aires
525,santiago del estero 2200 piso 5,43000,,1,,,25-11-2023,buenos-aires
526,moreno 2700 piso 5,40000,,,,,25-11-2023,buenos-aires
527,av libertador 500 piso 1deg,160000,,,,,25-11-2023,buenos-aires
528,departamento en alquiler temporal av tapia de cruz a metros de independencia 2degc escobar centro,250000,,1,,,25-11-2023,buenos-aires
529,caracas 1500,,,2,,,25-11-2023,buenos-aires
530,juan de garay 2500 piso 6,350000,,1,,,25-11-2023,buenos-aires
531,11,2400,,3,2,,25-11-2023,buenos-aires
532,av del mar 1100,1500,,1,1,,25-11-2023,buenos-aires
533,el canal,,,3,,,25-11-2023,buenos-aires
534,r alvarado 100,50000,,,,,25-11-2023,buenos-aires
535,buenos aires 2000 piso 5,100000,,1,2,,25-11-2023,buenos-aires
536,la reserva cardales 100,,,2,,,25-11-2023,buenos-aires
537,calle 4 1800,9000,,2,,,25-11-2023,buenos-aires
538,la reserva de cardales 100,,,3,,,25-11-2023,buenos-aires
539,calle 11 600,1400,,1,1,,25-11-2023,buenos-aires
540,caamano  al 1300,,,1,,,25-11-2023,buenos-aires
541,necochea 3200,,,,1,,25-11-2023,buenos-aires
542,av del puerto 300,,,2,,,25-11-2023,buenos-aires
543,la reserva cardales 100,,,,,,25-11-2023,buenos-aires
544,24 1300,170000,,1,,,25-11-2023,buenos-aires
545,manzoni 1600,,,1,,,25-11-2023,buenos-aires
546,15 1100 piso 5,,,,,,25-11-2023,buenos-aires
547,posta iii frente al mar 100,1900,,3,1,,25-11-2023,buenos-aires
548,lavalle 600 piso 15,150000,,1,1,,25-11-2023,buenos-aires
549,ayacucho 3100 piso 1,35000,,2,2,,25-11-2023,buenos-aires
550,av del puerto 300,,,2,,,25-11-2023,buenos-aires
551,hotel wybdham bahia de nordelta,800,,1,,,25-11-2023,buenos-aires
552,condominios wyndham  jc4332101238c 200 piso 1,500000,,1,1,,25-11-2023,buenos-aires
553,arenales 1700,2000000,,4,,,25-11-2023,buenos-aires
554,av del puerto 100 piso 3,2500,,2,,,25-11-2023,buenos-aires
555,arenales 1800,1300000,,3,2,,25-11-2023,buenos-aires
556,mitre 600,150000,,1,1,,25-11-2023,buenos-aires
557,arenales 400 piso 2,220000,,1,1,,25-11-2023,buenos-aires
558,italia 1600 piso 5,,,1,1,,25-11-2023,buenos-aires
559,avenida del mirador 500,,,2,,,25-11-2023,buenos-aires
560,centro 100,2600,,2,2,,25-11-2023,buenos-aires
561,avenida libertador 1200,,,1,,,25-11-2023,buenos-aires
562,avenida 2 e 108 y 109,480,,,,,25-11-2023,buenos-aires
563,alameda 204 e bs as y 301,450,,,,,25-11-2023,buenos-aires
564,paseo 112 y costanera,460,,,,,25-11-2023,buenos-aires
565,av 2 n 221,580,,,,,25-11-2023,buenos-aires
566,avenida 1 y paseo 103,380,,,,,25-11-2023,buenos-aires
567,avenida 1 e 104 y 105,440,,,,,25-11-2023,buenos-aires
568,av cnel m martinez de hoz 3700 piso 1,120000,,1,1,,25-11-2023,buenos-aires
569,juan cruz 100,3500,,3,,,25-11-2023,buenos-aires
570,champagnat 700,,,,1,,25-11-2023,buenos-aires
571,juan carlos cruz 100,2300,,2,,,25-11-2023,buenos-aires
572,velez sarsfield  2054  pb d,,,3,,,25-11-2023,buenos-aires
573,san martin 800,1400,,2,,,25-11-2023,buenos-aires
574,departamento en venta  alquiler  portezuelo nordelta,,,1,,,25-11-2023,buenos-aires
575,arenales al 500,1700,,1,,,25-11-2023,buenos-aires
576,av del puerto 200 piso 3,400,,,1,,25-11-2023,buenos-aires
577,ruta 9 panamericana km 61  la reserva cardales  piso 1,750,,2,,,25-11-2023,buenos-aires
578,sgo del estero 1400,,,1,1,,25-11-2023,buenos-aires
579,maximino perez 400,2500,,4,,,25-11-2023,buenos-aires
580,calle 100,600,,1,1,,25-11-2023,buenos-aires
581,nordelta 200,550,,,1,,25-11-2023,buenos-aires
582,boating club presidente uriburu 1000 piso pb,1950000,,3,,,25-11-2023,buenos-aires
583,vicente fidel lopez 100 piso 10,498000,,2,1,,25-11-2023,buenos-aires
584,juan carlos cruz 100 piso 14,1300000,,1,,,25-11-2023,buenos-aires
585,calle 149 100,100,,1,,,25-11-2023,buenos-aires
586,valle fertil 100,2300,,2,,,25-11-2023,buenos-aires
587,boating club presidente uriburu 1000 piso 1,800,,1,1,,25-11-2023,buenos-aires
588,carlos pellegrini 100 piso 1,190000,,2,,,25-11-2023,buenos-aires
589,avenida hipolito yrigoyen 1500,180000,,,,,25-11-2023,buenos-aires
590,lima 1000,1400,,2,3,,25-11-2023,buenos-aires
591,loria 2600,150000,,,1,,25-11-2023,buenos-aires
592,montevideo 1300,,,,1,,25-11-2023,buenos-aires
593,nordelta el palmar,750000,,2,,,25-11-2023,buenos-aires
594,star tower   matias sturiza 400,1100,,1,,,25-11-2023,buenos-aires
595,libertador al 1400,650,,1,,,25-11-2023,buenos-aires
596,colon 800,120000,,1,,,25-11-2023,buenos-aires
597,la perdiz 100,605,,1,,,25-11-2023,buenos-aires
598,santa maria 2500,75000,,,,,25-11-2023,buenos-aires
599,brown 1400 piso 1,40000,,2,,,25-11-2023,buenos-aires
600,san martin 900 piso 1,40,,1,1,,25-11-2023,buenos-aires
601,av del puerto 300,,,2,,,25-11-2023,buenos-aires
602,av bunge 1600,100,,1,1,,25-11-2023,buenos-aires
603,23 600,1350,,1,1,,25-11-2023,buenos-aires
604,avenida costanera 600,2500,,2,1,,25-11-2023,buenos-aires
605,avenida libertador 1200,,,1,,,25-11-2023,buenos-aires
606,centauro 1100,100,,2,,,25-11-2023,buenos-aires
607,champagnat,600,,2,,,25-11-2023,buenos-aires
608,sta fe 2100,35000,,1,1,,25-11-2023,buenos-aires
609,consultar direccion,640,,1,,,25-11-2023,buenos-aires
610,av del golf 600,720000,,3,,,25-11-2023,buenos-aires
611,abel costa 400 piso pb,92000,,,1,,25-11-2023,buenos-aires
612,57 1100 piso 1,,,,,,25-11-2023,buenos-aires
613,av del golf 600,1200000,,1,,,25-11-2023,buenos-aires
614,edmundo fierro  116,1250,,4,,,25-11-2023,buenos-aires
615,cul de sac totoras 100,1143,,1,1,,25-11-2023,buenos-aires
616,de la merluza 1100,2800,,2,,,25-11-2023,buenos-aires
617,fincas de hudson,,,2,,,25-11-2023,buenos-aires
618,av arq j bunge 1300,30,,1,1,,25-11-2023,buenos-aires
619,helios 400,120,,,,,25-11-2023,buenos-aires
620,av del golf  yoo nordelta 100,,,2,2,,25-11-2023,buenos-aires
621,belgrano 200 piso 1,180000,,2,1,,25-11-2023,buenos-aires
622,libertador al 15800,,,1,,,25-11-2023,buenos-aires
623,cul de sac totoras 100,1261,,1,1,,25-11-2023,buenos-aires
624,rivadavia 300 piso 4,180000,,1,1,,25-11-2023,buenos-aires
625,fincas de iraola 2,600,,2,,,25-11-2023,buenos-aires
626,patricios 200 piso 19,150000,,1,1,,25-11-2023,buenos-aires
627,consultar direccion,500000,,,1,,25-11-2023,buenos-aires
628,el palmar home 3 nordelta,550000,,1,,,25-11-2023,buenos-aires
629,av rivadavia 18200 piso 9,110000,,3,,,25-11-2023,buenos-aires
630,san martin al 800,850,,1,,,25-11-2023,buenos-aires
631,greenville polo  resort,500,,1,,,25-11-2023,buenos-aires
632,talcahuano y solis,11,,1,1,,25-11-2023,buenos-aires
633,general lemos 100,240000,,1,1,,25-11-2023,buenos-aires
634,monsenor piaggio 100,220000,,1,,,25-11-2023,buenos-aires
635,guillermo rawson 1800,,,2,,,25-11-2023,buenos-aires
636,avenida juan b justo 1100,,,2,1,,25-11-2023,buenos-aires
637,av dr juan bautista justo 1000,,,1,,,25-11-2023,buenos-aires
638,jb justo 900,,,1,1,,25-11-2023,buenos-aires
639,19 600,,,1,1,,25-11-2023,buenos-aires
640,wyndham hotel,,,1,,,25-11-2023,buenos-aires
641,estudios de la bahia,,,,1,,25-11-2023,buenos-aires
642,estudios de la bahia,,,,1,,25-11-2023,buenos-aires
643,mafalda 100,27000,,,1,,25-11-2023,buenos-aires
644,cristaline,,,2,,,25-11-2023,buenos-aires
645,cristaline,,,2,,,25-11-2023,buenos-aires
646,cristaline,,,1,,,25-11-2023,buenos-aires
647,cristaline,,,1,,,25-11-2023,buenos-aires
648,avenida libertador 2400,4000000,,4,,,25-11-2023,buenos-aires
649,balcarce 4200 piso 4,40000,,1,1,,25-11-2023,buenos-aires
650,av colon 1300 piso 7,40000,,1,,,25-11-2023,buenos-aires
651,italia al 1500  piso 12,,,3,,,25-11-2023,buenos-aires
652,cordoba 2100 piso 1,40000,,1,1,,25-11-2023,buenos-aires
653,falucho 1600 piso 4,60000,,2,,,25-11-2023,buenos-aires
654,av colon 1700 piso 1,40000,,1,1,,25-11-2023,buenos-aires
655,av del libertador al 1300,750,,1,,,25-11-2023,buenos-aires
656,av del golf al 600,800,,1,,,25-11-2023,buenos-aires
657,carlos casares al 900,140000,,,1,,25-11-2023,buenos-aires
658,almirante brown 200 piso 7,330000,,2,1,,25-11-2023,buenos-aires
659,cno interno fincas de iraola 2 gutierrez provin,,,2,3,,25-11-2023,buenos-aires
660,avenida 12 600,500,,,1,,25-11-2023,buenos-aires
661,calle 23 600,1400,,2,,,25-11-2023,buenos-aires
662,alsina 300 piso 7,280000,,2,1,,25-11-2023,buenos-aires
663,tte gral donato alvarez 300 piso 1,130000,,1,,,25-11-2023,buenos-aires
664,italia 2100,150000,,1,1,,25-11-2023,buenos-aires
665,cangallo 800 piso 1,590000,,5,,,25-11-2023,buenos-aires
666,hipolito yrigoyen  260 1ob,,,2,,,25-11-2023,buenos-aires
667,italia 1571  piso 9 e,,,3,,,25-11-2023,buenos-aires
668,avenida costanera 900,,,1,1,,25-11-2023,buenos-aires
669,av juan b justo 600,,,2,,,25-11-2023,buenos-aires
670,avenida costanera 900,,,,1,,25-11-2023,buenos-aires
671,brown 2300,,,1,1,,25-11-2023,buenos-aires
672,av costanera 1100,,,2,1,,25-11-2023,buenos-aires
673,ruta 6 km 155,800,,1,,,25-11-2023,buenos-aires
674,av primera junta 900,240000,,2,1,,25-11-2023,buenos-aires
675,alquiler temporal  lagoon pilar,500,,,1,,25-11-2023,buenos-aires
676,belgrano 500 piso 1,160000,,1,1,,25-11-2023,buenos-aires
677,dr n avellaneda 1600,800,,2,,,25-11-2023,buenos-aires
678,olavarria 2300 piso 5,65000,,1,,,25-11-2023,buenos-aires
679,chacras del mar azul 100,100,,2,2,,25-11-2023,buenos-aires
680,martin y omar 300,500,,1,,,25-11-2023,buenos-aires
681,int tomkinson 2000,2400,,3,3,,25-11-2023,buenos-aires
682,gral carlos maria de alvear 1700 piso pb,170000,,1,,,25-11-2023,buenos-aires
683,paseo 169 y av 3,70,,1,2,,25-11-2023,buenos-aires
684,nuestra senora de pompeya al 2400,250000,,2,,,25-11-2023,buenos-aires
685,aristobulo del valle 600,175000,,2,1,,25-11-2023,buenos-aires
686,av j b justo 600,,,,1,,25-11-2023,buenos-aires
687,av dr juan bautista justo 600,,,1,,,25-11-2023,buenos-aires
688,lagoon pilar,800,,1,,,25-11-2023,buenos-aires
689,brown 2200,,,1,,,25-11-2023,buenos-aires
690,av colon 1700,50000,,1,1,,25-11-2023,buenos-aires
691,arredondo 2300,450000,,2,,,25-11-2023,buenos-aires
692,tacuari 200,239000,,1,1,,25-11-2023,buenos-aires
693,23 800,,,1,1,,25-11-2023,buenos-aires
694,23 600,,,2,2,,25-11-2023,buenos-aires
695,condominios wyndham jc4332505jcni,600000,,1,2,,25-11-2023,buenos-aires
696,bernardo ohiggins 1400,500,,1,1,,25-11-2023,buenos-aires
697,av libertador  al 1800,900000,,1,,,25-11-2023,buenos-aires
698,cordoba 2100 piso 9,40000,,,1,,25-11-2023,buenos-aires
699,hipolito yrigoyen 7400 piso pb,140000,,,,,25-11-2023,buenos-aires
700,bdeg bahia del sol  dormy 500  piso 1,2500000,,3,,,25-11-2023,buenos-aires
701,cavour 3100,220000,,3,,,25-11-2023,buenos-aires
702,carlos pellegrini 200 piso 4,220000,,,,,25-11-2023,buenos-aires
703,jason 300 piso 1,1800,,2,1,,25-11-2023,buenos-aires
704,avenida patricio peralta ramos 5600 piso 2,3000,,,,,25-11-2023,buenos-aires
705,san eugenio 1000,80000,,,,,25-11-2023,buenos-aires
706,24 1100,,,3,2,,25-11-2023,buenos-aires
707,san martin 3200 piso 6,30000,,1,,,25-11-2023,buenos-aires
708,av dr juan bautista justo 900,,,1,1,,25-11-2023,buenos-aires
709,3 de febrero 600,,,1,,,25-11-2023,buenos-aires
710,ministro brin 2900,150000,,2,,,25-11-2023,buenos-aires
711,bernardo ohiggins 1400,550,,2,1,,25-11-2023,buenos-aires
712,libertad 3100,70,,1,2,,25-11-2023,buenos-aires
713,av costanera 1000,,,1,1,,25-11-2023,buenos-aires
714,avenida patricio peralta ramos 4900 piso 3,2100,,2,2,,25-11-2023,buenos-aires
715,12 1200,,,1,1,,25-11-2023,buenos-aires
716,bernardo ohiggins 1400,450,,,1,,25-11-2023,buenos-aires
717,av del puerto bahia grande 300,1500000,,3,,,25-11-2023,buenos-aires
718,calle 16 1100,11111111,,2,,,25-11-2023,buenos-aires
719,vicente fidel lopez 100,2500000,,4,,,25-11-2023,buenos-aires
720,av b mitre 600,,,,1,,25-11-2023,buenos-aires
721,peron av pte juan d 3100 piso 1,220000,,2,1,,25-11-2023,buenos-aires
722,av libertador 14100,1200000,,1,,,25-11-2023,buenos-aires
723,sarmiento 100,1600000,,3,,,25-11-2023,buenos-aires
724,belgrano al 6200,125000,,,1,,25-11-2023,buenos-aires
725,avenida libertador 2800,,,1,,,25-11-2023,buenos-aires
726,pilar,,,2,,,25-11-2023,buenos-aires
727,caamano 700,550000,,1,,,25-11-2023,buenos-aires
728,aristobulo del valle al 1100 y libertador  al mep,,,1,,,25-11-2023,buenos-aires
729,madariaga general 2000,200000,,2,,,25-11-2023,buenos-aires
730,zug caamano j verdi y caamano 1200,,,2,,,25-11-2023,buenos-aires
731,rivadavia 15700,130000,,1,1,,25-11-2023,buenos-aires
732,avda san martin 5deg,700,,1,1,,25-11-2023,buenos-aires
733,av del golf 600,850,,1,,,25-11-2023,buenos-aires
734,berutti 100 piso 9,170000,,1,,,25-11-2023,buenos-aires
735,av maipu 800 piso 10,220000,,1,,,25-11-2023,buenos-aires
736,maschwitz,550000,,2,,,25-11-2023,buenos-aires
737,portezuelo boulevard,,,1,,,25-11-2023,buenos-aires
738,pilar,,,2,,,25-11-2023,buenos-aires
739,lagoon pilar,600,,1,1,,25-11-2023,buenos-aires
740,las campanillas,375,,1,1,,25-11-2023,buenos-aires
741,loft intercontinental,,,,1,,25-11-2023,buenos-aires
742,lagoon pilar,2500,,2,1,,25-11-2023,buenos-aires
743,lagoon pilar,2000,,2,,,25-11-2023,buenos-aires
744,santa barbara 3900,1500,,2,2,,25-11-2023,buenos-aires
745,velez sarsfield  2054  3o b,,,2,,,25-11-2023,buenos-aires
746,saravi 1600,,,1,2,,25-11-2023,buenos-aires
747,lagoon pilar,500,,,1,,25-11-2023,buenos-aires
748,avenida libertador 2400,,,3,,,25-11-2023,buenos-aires
749,intendente alfaro  2813ob,,,4,,,25-11-2023,buenos-aires
750,del portal 100,,,2,2,,25-11-2023,buenos-aires
751,saravi,,,1,2,,25-11-2023,buenos-aires
752,excelente departamento en alquiler temporal,650,,1,1,,25-11-2023,buenos-aires
753,av la  alemana,,,,1,,25-11-2023,buenos-aires
754,velez sarsfield  2054  3o d,,,1,,,25-11-2023,buenos-aires
755,lagoon pilar,1800,,,1,,25-11-2023,buenos-aires
756,altos de hudson 2,,,1,2,,25-11-2023,buenos-aires
757,lagoon pilar,1200,,1,1,,25-11-2023,buenos-aires
758,manuel sarratea 500 piso 1,170,,,,,25-11-2023,buenos-aires
759,tte cnel s morales 1200,500000,,1,,,25-11-2023,buenos-aires
760,av de los lagos 300,1500000,,3,,,25-11-2023,buenos-aires
761,bouchard al 300,,,3,,,25-11-2023,buenos-aires
762,barlovento y los condores,100,,1,,,25-11-2023,buenos-aires
763,corrientes 400 piso 9,,,2,2,,25-11-2023,buenos-aires
764,patricio peralta ramos 5700,110,,1,,,25-11-2023,buenos-aires
765,guemes 2200,40000,,,1,,25-11-2023,buenos-aires
766,catamarca 1800 piso 1,40000,,1,1,,25-11-2023,buenos-aires
767,lagoon pilar,2800,,3,,,25-11-2023,buenos-aires
768,adolfo alsina 1500,550,,1,,,25-11-2023,buenos-aires
